Source: Custom Source: Persons -> Timestamps-Watermarks -> Map,Source: Custom Source: Persons -> Timestamps-Watermarks -> Map,1,TriggerWindow -> DummyLatencySink,TriggerWindow -> DummyLatencySink,11
Source: Custom Source: Auctions -> Timestamps-Watermarks -> Map,Source: Custom Source: Auctions -> Timestamps-Watermarks -> Map,1,TriggerWindow -> DummyLatencySink,TriggerWindow -> DummyLatencySink,11
